Lane1_T1,Lane1_T2,Lane1_T3,Lane1_T4,Lane1_T5,Lane2_T1,Lane2_T2,Lane2_T3,Lane2_T4,Lane2_T5,Lane3_T1,Lane3_T2,Lane3_T3,Lane3_T4,Lane3_T5,Lane4_T1,Lane4_T2,Lane4_T3,Lane4_T4,Lane4_T5,Lane5_T1,Lane5_T2,Lane5_T3,Lane5_T4,Lane5_T5,Target_Traffic_Flow
95,86,23,66,12,70,64,66,43,49,57,3,43,9,29,51,48,90,17,37,61,22,39,7,15,0
43,91,28,74,63,37,52,14,81,4,24,10,75,48,10,29,58,31,95,67,83,37,10,11,6,2
53,24,27,2,33,3,88,12,45,9,74,11,15,2,44,74,79,21,40,46,98,37,99,26,9,2
73,26,49,74,2,21,12,26,2,30,30,82,95,31,61,71,39,65,58,35,91,93,0,67,53,2
75,8,93,77,50,21,67,23,35,12,93,5,82,4,23,67,13,30,55,59,80,6,40,5,39,3
98,65,12,4,62,93,49,63,11,69,11,55,80,72,71,68,75,26,79,34,5,6,22,27,69,2
53,23,77,7,1,21,9,94,6,76,77,45,58,28,45,36,58,29,27,97,71,37,35,55,62,1
55,73,26,39,23,20,52,6,48,9,28,28,34,35,41,64,70,61,52,81,22,92,61,76,64,0
91,97,64,9,47,52,96,52,4,27,93,28,1,75,64,33,24,59,25,24,40,44,49,68,24,3
13,70,59,45,27,54,0,23,19,14,92,15,59,39,69,33,84,45,96,90,96,38,76,46,36,4
72,45,6,96,51,61,44,50,82,85,43,79,36,56,47,62,49,59,73,49,15,45,59,37,58,4
49,35,90,97,38,37,40,11,21,38,92,72,46,18,25,75,72,68,59,53,37,52,63,44,0,2
60,81,58,29,60,44,54,5,6,42,8,80,49,78,46,36,82,53,23,1,53,31,72,37,39,4
21,52,8,68,75,19,64,86,25,73,87,78,82,71,35,25,21,14,27,67,59,36,41,43,29,4
62,96,94,82,63,59,90,37,10,71,86,98,46,79,13,82,71,63,76,9,5,94,49,1,2,3
39,43,37,69,70,18,25,37,48,93,40,68,9,27,58,28,34,85,80,40,93,61,39,98,8,3
19,49,13,17,89,40,55,20,4,95,69,93,91,67,74,0,85,86,68,56,0,6,5,79,35,0
93,38,70,75,65,43,39,45,46,89,27,84,61,33,69,83,24,99,20,20,3,0,0,43,53,4
64,24,29,49,93,5,27,33,44,15,3,54,48,61,17,31,6,30,20,93,84,11,30,71,53,3
22,26,74,69,23,22,28,94,33,64,80,11,52,3,40,13,72,6,46,20,19,80,57,82,67,2
95,94,30,13,53,48,9,99,14,24,45,89,10,2,48,35,85,20,92,51,71,78,40,99,78,4
34,7,44,59,13,52,7,13,42,26,82,21,28,67,21,7,51,92,41,65,46,36,45,43,33,0
40,46,69,19,95,82,95,52,52,41,55,41,33,25,6,90,97,88,96,64,38,83,90,68,43,1
2,65,22,89,88,14,14,9,5,29,96,53,33,89,10,36,96,72,70,25,43,24,78,92,85,1
12,1,61,86,97,49,82,29,77,39,21,8,9,52,98,87,71,75,10,79,82,88,46,50,51,1
76,57,87,53,53,59,75,33,73,23,8,45,21,22,15,82,82,65,11,22,16,82,55,1,52,4
89,16,10,90,63,75,1,93,55,93,84,23,58,53,16,59,15,32,96,92,22,83,31,30,86,4
80,89,19,0,64,69,17,17,80,78,8,66,69,50,24,63,14,80,53,30,95,46,91,99,32,3
44,34,47,16,64,38,28,29,54,27,10,38,42,41,18,40,34,18,32,70,63,96,12,69,42,4
24,99,56,23,59,99,3,22,39,59,42,27,87,72,87,22,91,46,1,5,34,71,59,31,86,3
28,53,30,45,20,8,17,50,62,15,37,74,95,50,90,33,88,14,10,19,53,2,7,12,10,4
45,19,15,87,71,14,14,17,25,91,52,91,34,72,68,65,75,7,66,64,24,22,59,60,76,3
21,68,98,69,54,96,27,83,30,60,10,1,70,55,33,39,81,87,51,37,29,83,65,73,86,1
33,6,93,14,65,35,3,78,66,4,26,21,45,18,27,32,11,94,4,98,6,73,35,24,29,0
1,22,16,64,92,0,16,10,20,23,95,60,8,5,73,55,71,94,59,79,83,21,5,31,67,1
40,79,11,91,65,33,27,92,36,66,51,30,47,36,4,19,70,74,6,8,40,52,15,62,82,2
93,81,63,82,85,24,29,56,93,81,68,87,93,67,99,19,21,76,62,6,53,96,42,95,13,4
44,85,78,40,87,29,94,90,46,24,40,10,55,39,72,36,30,21,12,5,19,44,39,62,59,2
10,84,46,10,58,63,88,11,34,53,0,67,56,59,42,13,16,19,91,12,41,92,53,42,17,2
22,9,31,55,14,89,58,14,41,24,4,63,18,21,98,29,91,42,42,76,77,46,12,74,52,4
91,69,60,64,16,5,24,43,20,89,1,46,33,74,91,27,58,91,72,13,46,6,84,64,71,2
18,65,37,30,93,8,45,44,45,23,77,21,25,24,53,66,94,60,95,65,9,10,29,54,37,1
97,22,35,10,81,25,96,53,20,97,66,49,87,20,46,8,57,56,11,34,55,7,24,64,45,1
26,49,53,41,90,80,96,5,97,87,86,99,56,4,78,62,90,45,24,8,13,13,54,70,64,2
25,44,47,42,69,88,97,45,38,5,39,56,81,37,84,38,67,62,51,68,75,29,21,45,85,1
30,21,4,12,52,38,98,25,21,13,73,66,83,12,56,86,59,38,76,87,95,47,97,85,53,0
34,67,47,88,52,1,8,80,30,68,32,61,61,54,95,98,33,37,90,59,43,50,97,53,4,1
58,42,37,79,14,18,3,83,46,49,21,27,84,37,2,95,44,45,61,62,88,21,89,48,30,3
78,79,51,83,75,5,8,14,88,5,24,47,4,91,23,37,16,80,80,24,82,41,20,92,48,3
69,14,38,58,44,41,1,23,42,57,22,23,93,66,35,88,66,10,48,99,78,56,48,95,12,4
77,21,20,90,88,67,1,89,79,16,86,13,7,7,85,69,4,56,13,42,73,69,23,36,25,0
19,63,61,42,19,66,60,5,75,28,40,38,6,4,24,3,29,65,50,36,23,69,9,2,64,0
42,16,44,56,84,70,43,82,39,9,45,24,13,62,80,39,72,56,84,65,76,62,40,46,87,4
93,37,18,19,6,21,60,37,25,82,22,29,85,34,76,30,59,83,67,55,15,31,16,72,48,0
5,29,64,16,85,29,14,4,19,96,43,28,68,72,10,27,74,17,41,61,72,82,12,54,64,0
82,67,98,37,66,91,17,49,57,63,53,41,53,3,33,91,43,66,14,41,17,43,33,24,87,0
23,47,79,65,43,10,21,30,78,68,91,3,86,6,90,78,85,55,24,31,88,17,92,56,18,3
12,9,4,14,54,31,86,48,59,89,72,84,11,93,69,39,11,56,67,72,17,40,42,0,26,0
58,32,28,51,34,8,42,93,67,21,51,70,46,40,0,26,57,71,75,1,89,71,33,97,58,1
5,56,26,77,74,3,84,36,35,73,72,87,17,16,81,94,66,16,13,70,33,76,20,2,53,0
55,86,12,27,24,6,41,92,58,29,14,8,50,36,94,75,60,65,33,27,80,29,82,6,82,3
81,81,65,50,32,16,93,52,51,25,20,39,15,93,44,47,32,13,36,6,70,44,88,77,14,0
65,52,30,85,38,33,99,7,91,34,49,61,17,18,57,23,43,49,38,95,37,47,51,64,84,4
15,51,85,61,56,97,0,35,80,26,23,62,13,74,29,54,36,59,12,99,59,97,94,87,48,0
93,98,63,45,76,15,36,72,26,13,43,47,98,62,71,2,12,54,91,63,84,21,79,96,44,1
16,7,38,80,71,35,29,79,97,73,54,16,90,2,71,92,83,14,1,5,81,66,25,1,99,1
86,28,21,81,91,49,98,45,42,35,59,20,58,66,17,6,71,3,23,14,51,64,86,80,4,1
29,76,39,74,9,51,30,2,20,77,13,0,30,92,11,61,71,8,13,50,35,34,82,44,99,1
7,63,63,12,83,45,38,77,33,22,85,39,93,28,90,34,65,21,45,62,2,74,66,98,42,3
75,94,34,26,87,84,26,69,37,97,6,39,95,5,75,54,82,87,89,64,13,0,24,26,41,0
98,43,48,45,1,38,78,33,73,34,92,34,91,10,24,58,92,61,18,29,89,93,82,40,99,0
5,89,23,10,5,57,65,40,27,28,99,50,39,24,67,41,81,78,4,59,60,75,59,65,15,2
60,60,11,64,96,56,21,55,36,2,82,1,5,50,59,65,16,34,28,77,77,38,68,10,55,0
42,51,96,26,21,4,18,73,61,60,9,1,56,34,40,23,13,9,13,81,45,67,21,6,45,0
42,95,52,62,84,91,23,7,42,95,62,16,0,25,21,94,88,19,24,68,92,91,98,91,12,1
9,99,88,81,7,11,10,39,5,36,80,31,9,41,61,15,34,99,90,18,55,60,75,87,63,4
98,11,73,28,77,87,23,50,47,82,60,37,31,22,59,71,73,4,53,74,4,68,54,12,73,2
46,14,57,99,87,71,42,94,49,61,14,6,23,28,33,19,63,13,67,86,64,12,13,46,42,3
16,78,5,73,93,95,98,0,36,56,10,27,20,71,7,20,82,78,58,68,89,34,19,33,21,2
9,35,47,76,64,5,72,39,91,20,2,68,91,16,31,35,4,34,39,55,5,40,93,96,9,1
53,69,34,65,98,6,92,41,89,6,73,13,4,18,45,31,72,15,16,95,2,7,46,34,35,1
16,40,39,76,19,43,75,73,15,84,7,48,97,37,77,83,53,27,89,47,20,13,83,23,8,3
76,57,86,23,96,81,68,15,95,86,89,70,19,39,21,73,79,71,6,68,24,63,8,48,71,0
16,51,43,28,13,92,2,63,49,3,64,95,46,30,88,59,94,62,10,79,74,63,86,18,68,1
27,40,29,79,7,36,61,24,85,21,57,1,91,28,1,48,82,43,71,2,27,41,83,36,97,1
63,92,70,1,82,90,59,66,52,8,48,91,74,90,50,13,91,14,36,95,80,30,99,7,92,0
31,17,66,96,24,5,53,60,91,21,98,67,50,61,60,80,73,35,92,26,98,81,57,27,42,0
57,40,83,10,79,30,65,9,63,3,80,9,4,20,74,84,47,21,3,3,91,80,49,67,16,3
64,67,79,46,3,32,15,8,18,88,21,84,21,67,67,73,96,83,71,80,9,55,86,93,59,4
17,70,8,77,97,97,25,73,68,13,1,29,28,54,53,39,33,90,34,4,36,91,62,0,62,4
86,71,9,44,17,2,63,37,16,48,37,32,6,83,58,20,12,34,97,54,77,72,29,46,93,1
73,26,41,33,1,51,59,70,62,87,35,44,61,27,72,25,43,55,37,25,13,62,80,98,93,1
19,79,94,69,28,36,67,47,69,2,72,31,16,69,87,1,79,5,79,80,33,16,57,57,38,2
31,15,51,42,29,19,68,45,0,92,62,69,84,50,43,2,83,68,57,4,65,90,41,88,48,1
65,57,60,96,36,24,45,91,39,73,8,72,36,78,16,44,13,64,5,19,7,66,40,11,8,3
53,72,24,82,13,84,47,2,49,94,20,20,23,23,50,84,9,26,41,0,78,77,55,74,97,4
34,87,15,33,54,31,59,19,35,64,4,95,87,9,53,92,5,83,48,21,58,5,23,4,31,0
27,13,29,21,61,68,11,70,85,18,99,23,25,86,68,36,41,16,95,52,91,42,79,76,94,4
19,38,36,86,39,24,6,60,41,84,30,15,16,28,72,80,49,4,13,98,56,27,13,53,92,4
8,32,90,33,69,31,13,89,48,91,21,53,30,96,91,99,39,69,57,36,26,27,51,28,22,4
31,95,7,78,85,26,38,76,0,45,57,44,3,93,65,96,87,34,55,65,20,20,84,51,76,1
60,71,27,69,35,97,85,99,18,97,17,1,4,13,44,43,98,48,83,74,7,25,50,32,48,0
25,9,1,29,88,60,58,23,68,97,90,45,7,29,28,34,54,49,62,79,89,0,61,95,89,0
64,56,8,90,68,6,0,92,25,47,31,96,73,76,37,58,88,25,4,58,79,49,41,65,10,1
62,50,15,3,42,57,71,35,13,38,83,39,63,54,94,15,16,29,2,46,47,60,74,11,6,2
83,14,29,29,75,18,4,56,33,7,74,53,38,34,39,86,59,15,76,81,64,23,44,28,33,3
64,43,34,42,78,18,74,16,62,43,52,70,53,30,87,23,28,61,30,64,49,31,49,99,96,2
27,71,73,19,89,90,78,28,62,70,39,39,77,92,42,40,2,96,64,51,95,2,89,25,46,4
34,31,64,99,21,7,4,14,0,0,99,40,92,72,62,31,75,24,47,68,33,94,6,77,38,2
39,33,33,48,74,17,29,45,55,61,87,94,33,34,15,46,91,46,62,13,83,84,97,76,60,4
77,2,6,28,30,24,69,36,88,53,81,78,81,57,44,41,60,61,56,14,22,62,61,99,22,4
40,44,92,12,52,39,66,96,28,33,76,10,66,44,72,40,36,8,92,74,40,63,82,41,29,2
28,18,35,67,22,15,9,8,28,34,56,27,98,89,73,31,73,11,3,86,69,75,99,14,72,3
33,41,0,99,85,22,58,52,15,77,12,75,20,64,91,2,5,82,73,90,93,67,54,80,69,0
8,17,17,69,57,47,94,93,64,89,34,99,59,54,15,2,27,79,63,68,67,20,92,32,27,2
55,59,29,10,33,90,42,56,70,17,37,54,44,20,60,13,66,6,30,32,0,32,81,56,46,4
38,48,70,82,56,92,73,93,11,39,12,96,29,55,31,27,12,65,26,85,66,45,84,5,42,0
70,46,0,20,92,22,94,79,10,98,5,88,55,42,95,74,79,80,20,56,44,22,46,81,86,0
35,54,80,86,49,17,21,37,31,69,38,78,78,73,62,57,91,29,24,4,18,34,87,88,7,2
24,69,13,61,21,3,6,63,23,1,24,45,60,76,73,37,36,30,27,18,95,7,70,44,58,1
66,1,90,21,9,66,78,6,0,92,18,11,50,84,53,68,96,59,8,5,74,84,6,38,42,2
79,71,11,78,78,10,25,96,54,11,89,91,52,78,91,40,18,54,90,54,18,25,48,5,76,2
38,62,4,40,98,49,47,8,39,49,48,22,80,39,34,96,92,56,84,54,8,73,90,31,96,3
78,70,19,49,24,33,10,60,41,7,83,5,11,69,12,15,84,86,37,88,7,63,89,14,80,1
24,40,67,31,75,98,29,95,95,72,3,94,58,38,12,90,47,27,7,20,87,46,73,0,42,1
73,75,36,25,13,65,66,64,43,4,5,59,69,72,24,80,27,91,75,23,65,50,20,34,18,3
4,79,41,99,81,26,66,58,67,52,66,92,23,70,62,81,21,58,27,34,64,50,31,91,25,3
60,50,12,54,48,97,55,1,88,0,52,68,62,17,82,31,96,83,23,61,85,66,6,65,95,1
17,71,17,13,65,33,60,49,53,11,11,93,9,64,0,90,24,3,75,75,28,14,80,25,20,1
6,15,4,70,43,62,97,53,76,3,15,44,49,69,18,99,92,68,17,10,84,85,56,16,67,3
54,47,89,47,64,5,47,14,12,47,47,79,24,89,49,89,38,0,55,98,58,80,67,46,49,1
55,81,63,77,68,46,80,45,49,92,5,88,35,79,75,2,18,84,71,14,89,52,42,65,29,2
44,40,94,6,41,42,67,32,98,79,57,37,1,15,60,23,63,10,51,84,8,26,26,7,87,4
52,43,4,6,40,28,80,80,8,97,44,77,19,51,81,60,19,44,93,11,49,65,80,54,15,0
23,85,95,59,76,45,58,82,99,42,37,52,18,86,23,25,18,31,98,28,76,5,8,6,26,2
85,57,35,15,17,94,78,10,37,98,11,2,21,90,92,87,48,46,38,39,30,38,18,12,0,0
77,14,2,64,64,17,72,61,38,19,86,59,13,4,80,56,91,17,76,13,9,85,95,73,55,4
89,4,28,21,35,12,6,99,32,6,53,81,57,31,35,74,90,46,99,16,78,2,0,38,37,1
44,37,56,48,63,62,27,44,69,56,50,80,4,45,38,59,77,82,37,24,53,29,62,89,85,1
91,90,79,58,93,56,94,0,35,96,34,65,66,56,65,4,4,88,27,13,49,20,93,63,1,1
49,51,32,11,58,99,50,74,56,96,51,97,68,81,42,78,21,24,92,15,51,68,3,1,58,4
73,1,96,85,88,13,85,32,68,38,34,27,98,40,88,55,0,95,54,26,33,3,98,6,48,0
51,44,18,67,69,17,17,49,29,69,65,27,42,40,49,66,40,39,89,41,73,18,29,24,64,2
37,76,3,52,57,8,72,31,84,99,12,48,59,86,72,96,41,76,85,52,85,18,38,11,14,4
87,8,5,34,99,1,72,11,95,31,3,13,62,55,32,35,82,32,27,50,13,22,54,78,55,0
18,80,70,61,71,5,96,85,45,9,29,13,59,88,49,34,39,45,52,72,82,24,1,72,0,0
38,46,77,11,11,72,51,30,82,27,59,24,99,13,7,88,77,59,27,11,2,87,37,35,7,2
94,87,17,9,16,30,23,46,66,28,54,67,57,57,72,90,2,50,7,62,81,11,81,48,32,4
83,40,58,32,55,80,76,67,96,37,87,96,86,44,46,72,1,7,19,86,38,62,40,74,88,1
67,78,71,45,17,20,26,90,50,42,51,75,21,95,24,34,26,51,30,14,51,80,1,51,70,3
60,16,63,68,50,86,63,92,25,32,10,60,93,35,54,43,39,39,30,92,76,97,62,67,30,4
88,4,22,7,62,70,14,68,34,36,29,5,65,9,24,20,97,24,22,75,21,22,52,43,79,4
57,39,86,68,3,19,28,55,72,77,12,5,58,55,21,92,60,4,87,61,12,96,0,11,73,2
90,66,69,89,24,22,46,60,34,29,9,70,89,67,64,63,4,86,5,64,36,59,97,41,61,1
41,67,8,62,60,9,70,60,52,4,22,62,72,92,79,17,11,18,27,96,85,40,53,51,46,1
81,6,29,43,1,81,94,41,56,79,8,18,75,61,24,71,40,8,74,2,68,94,16,77,29,0
7,34,1,49,47,27,12,7,63,85,8,75,28,78,63,23,3,17,12,34,41,62,21,89,21,4
33,39,24,25,97,47,51,49,14,60,80,36,26,12,56,58,14,98,95,93,84,40,58,49,92,3
38,45,16,78,20,78,61,11,95,11,3,93,3,56,87,19,0,75,49,70,62,44,99,31,2,4
67,96,11,37,36,38,15,64,98,57,36,21,41,24,97,60,90,39,59,83,45,31,59,6,88,4
60,54,93,91,50,90,13,36,22,90,72,58,17,79,30,98,93,68,41,81,55,12,0,21,32,0
21,81,16,39,56,12,31,57,3,81,44,25,29,69,0,54,0,11,29,76,5,70,87,41,76,4
78,21,24,92,25,87,55,48,85,51,26,83,62,65,35,14,73,83,83,64,13,98,39,50,8,3
24,9,72,28,72,69,42,15,4,70,54,25,44,99,95,6,0,60,61,97,48,88,70,7,29,4
19,64,11,68,41,74,13,95,73,5,16,10,69,40,99,86,95,4,66,46,10,92,53,81,85,1
50,43,36,82,86,71,85,40,0,68,22,83,5,70,11,53,78,26,37,97,25,69,41,85,61,0
88,50,96,74,55,7,6,94,6,82,5,53,75,72,90,2,91,5,84,77,89,48,9,95,5,0
56,25,49,57,1,28,64,62,50,60,50,14,88,46,77,3,52,52,6,75,28,93,22,51,63,2
63,38,54,44,72,38,26,44,88,74,34,78,31,61,60,22,45,41,16,99,64,1,92,43,90,2
68,82,57,62,80,55,94,53,88,34,79,66,46,47,28,37,78,72,50,18,70,89,39,60,1,1
78,83,6,16,34,84,43,33,53,57,3,87,10,90,1,91,53,15,78,12,99,30,25,72,81,1
74,74,2,6,59,56,38,91,13,69,55,37,44,20,12,53,99,0,16,97,52,58,40,70,17,1
44,50,99,20,29,32,12,33,26,22,45,69,94,39,94,14,7,17,52,98,13,29,0,66,55,4
83,90,70,44,38,43,31,15,16,13,23,77,44,74,2,76,72,29,24,37,55,86,88,38,62,0
22,77,91,52,17,78,85,30,36,90,9,53,20,57,71,78,34,45,78,76,35,76,34,49,34,3
18,29,7,56,12,84,16,57,17,11,26,30,31,3,87,12,13,94,48,67,40,84,11,95,25,2
4,74,43,26,30,16,71,97,50,31,85,65,0,57,36,43,79,55,61,36,50,71,6,77,27,3
34,93,4,23,35,81,99,19,39,91,70,31,2,56,51,64,16,52,95,91,50,66,84,57,13,2
3,81,2,64,47,75,6,12,49,44,52,45,16,12,69,11,10,41,40,59,67,97,93,68,86,4
33,54,67,56,3,61,73,37,99,22,0,34,92,26,23,34,17,69,48,68,69,56,48,58,92,2
45,82,99,25,91,37,19,91,42,87,62,95,27,36,49,31,62,22,23,92,24,23,96,36,46,3
90,27,88,45,69,2,93,56,92,87,76,8,29,74,66,54,71,73,71,48,77,52,76,97,87,3
23,90,44,87,35,22,43,23,39,56,60,22,26,91,70,63,58,19,44,9,40,77,27,0,41,1
66,9,61,12,16,12,61,12,24,73,15,15,39,74,93,38,67,45,53,95,33,96,28,93,91,2
93,58,18,18,35,17,59,35,40,40,1,17,75,58,14,30,96,15,34,7,33,34,70,4,31,4
35,24,39,28,41,57,6,34,31,29,63,36,51,20,8,85,60,71,74,16,72,81,35,29,5,2
22,13,46,87,60,71,35,75,41,89,52,51,16,92,85,68,81,38,93,4,10,82,17,37,41,0
86,23,56,43,4,99,27,80,75,72,95,52,34,84,50,96,68,56,88,74,48,99,31,46,73,4
40,70,15,75,75,30,75,16,96,84,65,82,24,11,21,31,28,64,24,59,69,84,30,93,40,0
40,25,99,52,58,93,29,60,5,36,90,87,57,84,65,30,53,50,76,56,52,5,70,96,2,4
30,14,41,47,72,74,43,73,80,44,74,56,6,15,21,51,38,62,23,30,58,63,59,23,57,0
78,99,64,15,86,33,16,87,57,80,55,65,48,43,53,39,82,14,57,49,20,85,12,98,45,0
23,76,30,7,50,12,8,76,37,84,28,54,14,54,11,1,97,66,31,11,34,34,82,85,4,1
13,25,4,71,43,84,64,31,95,68,33,54,86,73,54,9,94,77,36,47,84,11,47,42,69,0
94,71,9,37,95,37,22,36,93,36,38,93,24,38,91,87,48,89,12,8,93,57,98,21,91,3
31,11,91,55,31,82,83,93,4,0,35,38,15,25,0,68,96,19,16,45,16,29,57,20,99,2
9,74,82,83,27,68,99,70,78,1,45,55,32,32,91,10,46,51,64,19,90,40,13,58,6,2
87,0,4,66,38,95,98,94,23,50,87,31,3,83,4,11,6,75,33,99,69,11,10,28,11,0
79,5,57,37,6,16,83,47,94,9,2,78,53,63,31,74,54,64,46,56,64,90,66,2,3,1
25,69,29,20,4,9,35,24,4,32,86,83,30,26,0,34,26,89,58,12,35,24,74,56,12,1
68,23,74,47,67,27,45,84,9,41,56,53,51,25,75,34,74,19,60,23,57,66,37,43,80,4
40,11,7,53,63,58,96,39,6,99,81,14,9,70,34,4,33,13,81,83,93,81,99,1,41,0
38,76,62,39,52,98,87,10,63,38,93,25,75,95,75,65,8,59,27,76,15,19,53,89,76,3
85,44,48,8,91,96,19,79,77,62,6,93,40,85,63,86,8,73,22,45,88,87,10,97,73,4
37,52,47,70,36,97,16,92,42,12,40,33,28,56,39,24,56,41,95,19,77,70,38,57,20,4
33,7,21,77,67,27,94,93,62,66,0,33,63,42,93,65,96,49,62,40,59,91,16,35,10,0
22,7,69,9,61,58,62,22,40,36,84,59,50,96,59,81,5,73,36,20,63,71,44,87,84,4
83,24,6,24,24,91,91,74,29,16,73,99,71,56,72,24,63,98,11,97,6,94,7,91,25,4
21,27,17,96,85,85,90,20,80,29,37,48,94,34,99,27,0,77,98,3,48,97,36,87,24,1
90,13,0,2,69,53,32,26,52,54,87,59,32,94,21,1,61,88,77,94,22,53,39,56,45,1
50,51,69,47,71,68,75,89,47,74,12,98,0,9,65,17,22,53,41,66,69,49,12,38,35,4
12,91,5,42,3,78,91,59,25,44,73,99,18,88,40,65,6,75,69,64,28,51,93,87,86,3
20,26,90,78,37,52,79,63,4,1,36,70,43,75,74,4,86,64,19,11,81,42,97,88,75,0
85,20,94,21,56,34,46,58,53,52,18,85,35,21,46,66,85,88,96,92,73,8,68,72,32,0
55,80,26,51,20,43,83,4,76,58,31,56,81,1,41,12,29,92,72,56,95,22,85,45,26,0
29,95,21,62,46,28,73,36,9,69,96,68,10,32,30,16,86,61,71,27,78,65,0,67,57,4
41,66,63,11,53,97,1,77,48,11,57,43,6,88,64,86,40,99,71,23,18,66,49,27,45,1
71,56,44,58,76,2,10,13,94,10,41,56,49,44,76,3,87,73,81,45,54,78,45,72,30,1
45,76,81,16,95,2,33,5,92,17,76,61,34,15,77,13,77,77,59,94,89,46,67,5,80,1
67,75,73,83,71,46,17,82,34,38,58,89,81,5,42,60,89,23,94,94,70,21,88,51,55,4
20,95,99,78,89,44,95,91,60,5,97,54,29,17,24,29,65,59,93,22,91,40,34,10,19,3
23,20,35,63,47,97,46,73,38,98,65,19,4,15,62,99,13,85,99,20,42,59,57,53,61,1
71,59,25,88,59,72,51,97,68,93,85,82,50,76,14,5,63,55,29,29,89,2,64,73,4,3
85,9,38,87,77,66,66,71,5,67,0,32,61,4,97,88,68,8,80,15,12,90,36,62,32,1
7,76,63,13,85,99,70,15,21,26,34,74,88,70,89,89,17,33,90,83,24,12,25,95,32,1
47,14,67,91,48,80,27,72,60,39,86,35,11,7,1,30,43,54,80,86,72,62,85,82,2,3
72,50,41,87,58,4,96,97,12,48,96,28,56,68,79,76,61,28,85,47,4,0,59,89,53,1
63,49,9,59,9,21,92,63,71,3,89,40,96,56,44,62,7,16,50,12,74,8,23,32,17,4
64,54,68,61,11,91,6,11,18,45,8,49,65,95,53,19,28,64,44,45,19,42,42,20,12,4
96,10,61,97,4,45,33,48,58,69,81,93,86,93,5,5,6,49,69,42,10,2,14,27,5,0
35,21,21,20,25,66,64,15,61,67,73,66,23,78,67,8,94,12,66,7,75,0,65,89,79,1
33,86,2,26,26,99,7,90,25,2,41,7,73,59,82,55,53,31,90,75,43,93,0,21,4,2
16,24,33,26,42,15,26,49,83,62,68,20,91,88,45,86,15,1,15,80,73,4,76,23,41,0
82,84,18,48,2,84,16,98,14,64,7,43,14,60,5,83,99,67,73,20,80,38,73,92,65,3
28,69,14,40,65,87,12,57,89,86,44,2,77,5,82,76,53,72,54,1,99,20,28,95,62,2
36,77,67,30,93,75,3,0,83,12,50,61,23,37,7,99,78,48,11,84,93,2,77,77,0,3
33,49,54,10,67,23,18,0,22,65,6,54,97,50,6,85,41,29,59,68,14,91,11,66,13,1
49,9,95,85,60,62,70,49,21,53,59,5,38,64,52,40,98,2,13,7,66,49,61,25,53,3
38,98,20,79,90,24,56,56,72,90,63,20,62,45,93,59,91,88,4,33,90,91,86,86,97,1
51,3,78,32,59,28,95,16,40,16,8,29,79,71,6,27,76,27,14,15,34,15,21,41,78,2
54,2,29,81,8,81,46,36,32,66,88,38,50,86,46,24,70,59,21,95,78,80,62,24,76,0
84,94,50,21,13,67,99,78,41,8,59,91,41,94,87,40,5,74,89,22,19,4,76,50,51,0
58,68,49,79,15,35,69,48,46,21,87,66,83,56,78,65,67,19,74,99,0,72,97,63,62,0
18,75,85,82,35,67,53,33,71,87,53,48,52,42,75,43,55,21,83,32,4,79,75,12,20,3
4,52,15,65,65,32,75,1,81,28,86,39,80,11,53,63,45,99,24,75,69,62,33,45,48,2
42,50,52,82,45,71,98,9,22,29,72,97,41,10,95,81,5,87,38,78,85,47,25,67,69,4
98,52,49,55,66,79,85,76,19,46,39,75,75,62,63,75,33,82,67,43,17,45,78,98,7,1
11,44,37,37,9,19,78,12,39,21,78,2,4,13,8,34,95,45,21,11,93,30,76,33,19,2
86,69,81,50,66,39,36,98,3,88,98,69,39,98,8,23,26,51,47,80,40,17,83,6,0,1
5,92,46,5,9,59,50,10,28,80,30,22,77,24,68,32,12,15,42,68,84,81,77,40,50,3
85,72,72,30,57,9,15,4,99,92,76,74,50,55,73,48,81,10,55,49,27,56,1,9,68,3
0,56,95,8,94,67,47,78,48,87,27,37,37,16,27,64,39,51,8,24,28,84,95,50,53,1
72,60,28,42,54,47,47,90,0,87,62,9,4,98,95,86,73,28,17,62,20,39,87,52,31,0
28,89,82,2,38,9,40,82,46,84,57,38,62,3,45,75,61,65,99,38,68,55,94,40,32,0
45,86,23,10,38,52,35,71,51,20,83,46,1,26,28,37,23,49,82,57,15,90,29,46,6,0
26,81,69,21,78,94,34,12,85,3,93,35,98,38,37,15,5,17,31,26,52,96,55,29,22,3
45,12,91,34,88,53,27,19,32,61,77,66,2,49,63,29,66,55,0,45,82,21,41,15,29,1
70,86,44,44,22,7,98,64,51,15,13,51,19,22,34,94,81,61,6,21,34,30,21,65,50,2
44,14,47,34,49,97,76,96,53,31,31,78,45,18,16,64,75,93,87,18,71,51,83,15,82,2
64,1,1,8,76,57,74,8,63,75,29,50,24,36,20,10,94,80,64,20,71,85,0,68,49,2
13,74,85,62,43,95,64,72,70,29,69,52,46,83,76,20,88,10,73,66,92,66,29,96,43,3
34,42,10,57,78,34,83,12,54,34,47,96,23,55,36,40,51,73,86,54,87,57,90,15,14,4
67,5,36,7,59,99,2,76,53,45,59,81,81,43,46,72,52,34,22,0,18,76,11,57,5,1
33,65,22,57,68,21,7,7,78,84,44,19,43,60,50,10,58,88,28,83,27,14,90,43,0,2
59,64,65,55,80,83,39,8,34,15,53,0,83,63,51,80,15,27,65,78,40,15,43,29,75,4
